source_ip,destination_ip,bytes,packets,unique_dest_ips,total_bytes,packet_rate,timestamp,is_anomaly
104.212.30.97,130.116.190.133,5262,65,5,26310,11.29,2024-09-26 05:32:49,0
22.77.172.70,81.77.24.122,4563,48,1,4563,12.45,2024-10-17 05:23:00,0
191.114.127.72,140.238.215.86,5629,61,5,28145,8.77,2024-10-01 23:16:36,0
204.211.67.142,120.128.67.12,4366,46,5,21830,8.83,2024-09-26 08:56:40,0
124.160.188.14,153.118.71.244,4287,50,4,17148,9.76,2024-10-06 10:10:59,0
144.0.144.201,31.105.101.75,5129,71,3,15387,11.98,2024-09-22 17:38:05,0
184.43.22.151,142.242.173.7,4371,55,4,17484,10.32,2024-10-06 23:17:21,0
57.146.252.194,120.169.63.133,21628,205,32,692096,103.42,2024-10-05 14:38:12,1
17.177.78.59,150.135.157.180,6408,60,5,32040,10.85,2024-09-29 12:07:23,0
50.100.54.64,199.225.57.31,3639,50,2,7278,9.74,2024-09-23 10:51:00,0
73.253.30.177,159.3.81.241,17475,233,36,629100,109.06,2024-09-29 15:57:32,1
179.71.188.97,94.118.34.18,5316,52,5,26580,9.43,2024-09-22 23:57:13,0
33.128.169.23,121.134.120.97,6073,65,2,12146,8.76,2024-10-02 21:50:49,0
12.223.58.194,30.44.136.24,3897,49,5,19485,6.64,2024-09-29 22:59:39,0
82.52.135.209,80.190.214.20,5923,42,5,29615,7.07,2024-09-30 08:49:37,0
217.230.235.77,39.60.196.159,4149,50,5,20745,11.99,2024-10-01 13:35:32,0
133.218.85.18,67.227.176.29,18541,270,29,537689,131.36,2024-10-13 09:37:00,1
149.84.104.157,47.88.233.15,16609,187,22,365398,104.11,2024-09-23 05:41:43,1
195.209.71.31,59.25.7.80,5292,73,1,5292,9.91,2024-09-25 00:06:29,0
151.220.201.213,86.111.89.71,3924,51,2,7848,10.37,2024-10-14 21:49:54,0
105.7.8.44,59.66.38.162,5586,34,1,5586,6.4,2024-09-24 09:24:21,0
159.55.28.184,148.8.3.245,4945,58,5,24725,6.21,2024-10-14 02:27:21,0
84.0.104.113,26.232.174.28,2107,68,5,10535,12.37,2024-10-12 09:21:40,0
20.189.188.157,162.230.181.15,3174,56,3,9522,11.03,2024-10-04 20:45:06,0
152.110.24.55,47.248.222.63,3806,44,4,15224,8.96,2024-10-05 04:53:20,0
19.171.98.125,16.91.233.198,3548,39,1,3548,12.58,2024-10-08 15:46:30,0
92.220.129.30,212.173.210.114,4150,37,1,4150,7.76,2024-10-16 18:27:52,0
11.38.149.47,165.154.91.209,6311,42,5,31555,14.03,2024-10-06 14:38:37,0
202.234.198.99,83.169.161.129,4205,64,1,4205,10.03,2024-09-20 14:51:09,0
217.45.73.189,205.255.19.68,4539,51,3,13617,7.74,2024-10-08 21:01:14,0
66.241.87.218,101.88.253.171,5178,46,2,10356,15.18,2024-09-25 01:30:43,0
135.120.188.226,119.5.186.43,2966,57,4,11864,10.88,2024-10-14 08:21:14,0
110.185.251.186,190.108.8.212,6332,36,5,31660,10.82,2024-10-05 07:11:31,0
174.127.244.41,119.111.15.136,6163,39,1,6163,9.43,2024-10-15 17:01:52,0
121.100.159.156,157.114.63.103,6477,35,3,19431,11.99,2024-10-04 14:09:26,0
53.45.18.183,63.193.194.196,5496,50,3,16488,9.34,2024-10-11 21:08:49,0
147.249.203.140,223.93.197.239,4134,55,3,12402,10.62,2024-10-02 10:25:29,0
25.90.79.187,210.186.222.100,20859,271,42,876078,125.31,2024-09-30 04:03:07,1
140.41.192.190,20.127.229.5,6018,52,1,6018,13.45,2024-10-07 22:26:10,0
88.46.174.139,176.62.215.76,5112,45,5,25560,7.59,2024-09-25 11:26:03,0
69.15.185.248,56.45.231.246,5038,59,1,5038,9.68,2024-10-15 06:51:15,0
51.253.62.32,151.35.189.45,4313,51,2,8626,7.32,2024-10-06 16:22:56,0
147.127.232.32,212.43.138.240,5365,46,3,16095,12.78,2024-10-11 22:09:21,0
42.76.9.78,147.106.244.217,3070,61,1,3070,11.17,2024-09-23 05:59:24,0
79.161.160.207,3.213.70.166,23837,116,48,1144176,107.49,2024-09-22 06:05:47,1
51.251.70.211,219.242.43.119,18489,205,14,258846,120.76,2024-10-12 08:35:08,1
136.81.251.239,190.179.124.4,5298,41,4,21192,11.02,2024-09-30 22:48:11,0
185.251.31.89,122.109.98.193,5350,55,3,16050,10.92,2024-10-11 09:10:35,0
93.69.139.175,85.184.120.224,4842,40,5,24210,7.69,2024-09-30 08:55:20,0
42.236.170.108,123.38.200.206,4954,44,3,14862,9.76,2024-10-16 04:04:15,0
70.249.173.37,159.91.155.162,3908,37,1,3908,10.48,2024-09-23 19:22:22,0
171.167.152.171,165.138.198.107,5228,36,3,15684,11.45,2024-10-07 11:34:56,0
51.14.35.230,182.8.235.18,3202,53,2,6404,14.6,2024-09-24 21:55:22,0
33.72.248.236,75.145.48.60,5693,42,2,11386,12.18,2024-09-25 06:22:38,0
47.232.35.141,36.79.9.49,6192,46,4,24768,7.86,2024-09-28 02:17:55,0
113.200.16.122,108.215.76.194,5273,56,1,5273,7.85,2024-09-19 10:19:51,0
9.130.76.97,178.41.218.26,4053,51,3,12159,7.87,2024-10-16 08:49:52,0
5.191.132.141,176.218.45.186,2461,55,5,12305,8.83,2024-09-30 17:51:08,0
208.23.41.139,111.112.90.11,5643,55,5,28215,10.1,2024-09-19 17:09:58,0
99.248.205.192,62.155.202.196,4385,43,3,13155,11.15,2024-10-08 11:55:32,0
72.22.68.230,89.252.84.95,5207,69,4,20828,10.86,2024-10-10 07:17:48,0
75.33.53.142,156.247.144.187,4830,31,5,24150,12.64,2024-10-03 02:53:35,0
11.138.45.235,66.75.126.115,6008,56,4,24032,9.34,2024-09-29 03:58:56,0
185.164.180.188,200.121.8.65,3737,65,5,18685,14.01,2024-10-03 20:09:32,0
152.253.39.47,189.118.243.228,6009,28,4,24036,7.07,2024-09-21 03:22:48,0
164.245.152.37,84.92.200.57,3498,48,1,3498,8.13,2024-10-15 17:33:43,0
102.43.245.21,186.124.97.221,4111,54,3,12333,6.53,2024-10-06 18:39:15,0
192.90.29.192,194.55.50.81,7415,54,2,14830,10.33,2024-09-20 16:32:45,0
94.230.158.91,197.138.222.111,7336,43,4,29344,9.06,2024-10-07 04:40:07,0
18.80.20.10,10.195.27.196,17519,234,40,700760,111.61,2024-10-03 10:24:05,1
154.80.215.83,134.102.223.105,5306,53,5,26530,9.5,2024-09-24 23:55:48,0
139.146.86.245,14.236.191.119,4462,49,2,8924,9.88,2024-10-03 05:11:21,0
70.96.34.59,183.25.46.198,4629,55,3,13887,8.2,2024-09-30 09:17:23,0
205.162.9.172,101.212.215.20,5162,67,1,5162,10.84,2024-10-13 03:24:12,0
75.62.164.232,3.85.72.62,4496,44,2,8992,8.78,2024-09-29 17:56:48,0
152.59.115.200,72.167.132.125,5712,41,4,22848,12.1,2024-10-06 22:43:59,0
138.207.99.42,125.75.206.220,4438,33,2,8876,9.79,2024-10-15 07:00:29,0
51.22.94.9,98.107.28.131,4457,47,2,8914,11.56,2024-10-12 06:16:47,0
139.182.121.200,176.133.220.83,4600,53,1,4600,6.73,2024-10-02 08:05:06,0
209.164.43.216,159.94.198.225,5875,63,2,11750,12.5,2024-10-05 21:17:09,0
57.60.170.215,101.147.134.250,6459,53,1,6459,6.29,2024-10-01 22:01:43,0
148.235.182.167,48.23.64.41,2627,54,5,13135,9.83,2024-09-19 07:57:20,0
115.233.82.149,44.233.29.58,6698,52,5,33490,9.23,2024-09-22 08:24:17,0
218.91.9.156,39.62.1.220,3236,35,1,3236,11.87,2024-10-12 01:55:18,0
153.188.85.5,31.161.6.25,7425,45,2,14850,7.28,2024-10-02 00:37:12,0
54.181.84.121,87.147.61.61,5871,48,2,11742,12.66,2024-09-30 01:37:05,0
79.50.155.94,96.37.153.192,4946,77,5,24730,10.26,2024-09-20 04:01:25,0
17.52.254.84,14.66.147.118,4236,37,4,16944,7.91,2024-09-21 05:47:24,0
77.210.90.54,48.53.228.136,5537,35,1,5537,9.14,2024-09-28 13:49:54,0
64.35.58.0,92.229.156.97,5879,53,2,11758,11.93,2024-09-30 05:57:21,0
10.190.76.17,162.20.170.62,4956,53,2,9912,7.85,2024-09-20 08:13:01,0
17.80.179.54,55.18.197.139,25612,205,45,1152540,125.68,2024-09-24 12:42:16,1
222.40.147.12,87.171.209.174,3152,44,4,12608,10.56,2024-10-17 17:14:20,0
63.44.81.57,107.44.175.114,4120,69,5,20600,12.57,2024-10-16 14:03:01,0
69.223.190.247,111.33.192.154,4825,43,5,24125,11.83,2024-09-21 13:59:02,0
121.233.186.103,108.10.254.189,4845,52,2,9690,8.98,2024-10-09 09:42:11,0
45.117.64.195,32.79.245.116,6185,37,4,24740,12.24,2024-09-27 01:30:47,0
53.164.229.221,42.103.13.168,3707,40,1,3707,10.44,2024-10-03 06:27:10,0
16.117.111.192,74.1.92.163,6040,41,1,6040,11.66,2024-10-14 18:59:15,0
207.211.2.100,165.189.150.237,4781,33,3,14343,11.13,2024-09-22 12:02:38,0
30.156.22.37,75.234.178.182,6059,70,2,12118,8.17,2024-09-29 21:44:06,0
137.32.172.196,219.205.22.110,4054,40,1,4054,9.35,2024-09-29 04:40:57,0
20.143.205.154,174.70.114.133,4863,60,3,14589,10.68,2024-09-28 06:10:14,0
125.229.253.236,85.35.176.249,3800,57,2,7600,11.09,2024-10-13 04:15:11,0
33.73.51.62,147.14.12.22,5524,41,3,16572,9.42,2024-09-21 09:55:01,0
142.167.93.213,136.59.60.81,4698,65,4,18792,6.41,2024-09-30 21:51:19,0
156.159.206.34,74.192.255.68,4361,55,3,13083,8.91,2024-09-24 18:28:19,0
138.174.100.157,108.35.57.118,3751,67,2,7502,9.7,2024-09-25 03:57:45,0
60.200.11.92,44.66.127.2,5654,36,3,16962,12.51,2024-10-16 13:01:07,0
82.10.104.60,164.153.217.198,5485,42,2,10970,8.64,2024-09-29 15:15:39,0
81.32.143.62,50.107.218.155,6794,54,4,27176,9.4,2024-09-30 12:59:25,0
86.54.120.125,63.95.49.61,4674,51,2,9348,10.97,2024-10-16 22:21:55,0
128.55.27.118,30.140.170.96,17503,193,31,542593,107.71,2024-09-22 09:40:02,1
206.85.171.10,142.250.147.25,3869,38,3,11607,8.15,2024-09-30 11:05:15,0
214.87.175.101,204.27.193.153,5625,61,4,22500,7.44,2024-10-17 00:43:10,0
50.221.213.32,31.178.194.59,4265,35,2,8530,10.63,2024-09-21 02:57:36,0
202.143.107.107,86.6.6.227,5459,59,5,27295,10.66,2024-09-25 03:24:07,0
6.88.88.204,25.30.78.111,4993,40,1,4993,11.22,2024-09-23 17:18:38,0
124.193.174.51,115.211.88.189,4940,39,5,24700,12.76,2024-09-20 06:42:04,0
64.172.201.20,135.104.163.44,4942,49,2,9884,9.39,2024-09-29 07:30:10,0
177.184.65.213,55.74.93.12,5699,41,2,11398,9.38,2024-10-17 07:01:07,0
67.2.21.44,126.105.249.244,4694,38,2,9388,11.36,2024-10-14 04:06:14,0
29.170.188.71,190.89.185.154,5794,58,2,11588,7.6,2024-10-09 16:37:33,0
196.230.113.200,59.175.255.220,4327,46,4,17308,9.27,2024-10-15 01:25:44,0
121.49.101.185,54.90.17.235,6270,47,1,6270,10.89,2024-09-30 18:48:13,0
14.43.196.59,36.128.86.242,5549,47,3,16647,8.67,2024-10-02 20:56:18,0
22.248.183.192,22.150.30.186,6697,51,2,13394,8.01,2024-10-02 09:50:41,0
96.90.85.178,183.167.61.106,4667,49,1,4667,10.61,2024-10-02 17:07:16,0
44.146.100.191,203.204.178.104,6081,21,4,24324,7.88,2024-10-04 13:21:10,0
143.142.67.209,125.203.109.190,3743,44,5,18715,11.83,2024-09-28 01:40:45,0
31.91.219.244,137.224.9.33,5449,47,5,27245,4.68,2024-10-07 18:50:03,0
216.230.126.126,37.160.50.136,5250,43,4,21000,9.7,2024-09-19 17:18:27,0
49.189.226.88,99.34.43.69,4928,44,2,9856,9.25,2024-09-21 07:15:06,0
112.238.88.225,153.166.206.154,5155,55,2,10310,8.51,2024-10-07 05:24:10,0
66.254.138.121,108.183.128.36,5497,49,4,21988,11.36,2024-10-08 12:22:57,0
112.44.39.201,130.43.118.197,5238,55,1,5238,11.16,2024-09-18 11:37:41,0
52.94.249.50,156.12.101.61,5063,51,2,10126,9.88,2024-09-24 04:36:35,0
116.123.76.169,39.150.38.235,4996,56,3,14988,6.58,2024-10-04 06:33:33,0
104.52.81.216,120.203.193.108,5274,59,2,10548,9.25,2024-09-21 05:02:38,0
45.105.73.89,207.208.226.175,4329,39,5,21645,11.13,2024-10-17 12:06:07,0
35.120.125.114,212.197.69.244,5567,48,5,27835,6.38,2024-10-11 04:55:17,0
134.12.198.21,189.230.146.140,5434,52,4,21736,10.19,2024-10-17 04:04:52,0
196.39.165.146,6.122.7.56,5169,52,3,15507,7.64,2024-09-20 13:10:31,0
210.158.122.9,103.64.139.31,4035,57,2,8070,9.98,2024-10-09 11:17:53,0
166.57.179.27,92.77.154.18,5220,60,2,10440,10.9,2024-09-19 17:04:27,0
122.164.10.44,69.228.216.78,4885,51,2,9770,10.59,2024-09-30 01:21:23,0
4.43.189.90,55.81.13.70,4356,52,3,13068,10.95,2024-10-13 09:08:56,0
168.216.202.32,49.189.91.136,4887,64,1,4887,9.99,2024-10-02 11:12:32,0
15.104.159.119,58.37.126.3,3806,41,2,7612,8.81,2024-10-04 01:16:40,0
105.215.168.78,200.153.94.50,4416,63,3,13248,11.12,2024-10-11 17:25:41,0
168.5.224.122,162.209.229.72,6468,43,2,12936,10.75,2024-10-01 16:03:49,0
176.237.234.40,217.32.70.1,3076,46,4,12304,12.2,2024-10-01 15:07:31,0
77.204.32.79,71.240.89.193,6443,61,1,6443,11.74,2024-10-08 05:32:21,0
153.189.42.15,10.165.68.14,4204,58,1,4204,12.76,2024-09-21 11:28:34,0
75.143.76.16,106.23.116.153,4735,55,1,4735,6.73,2024-10-16 16:27:29,0
49.217.225.109,107.59.210.216,5008,59,1,5008,8.1,2024-09-23 14:06:10,0
204.97.142.2,43.105.171.51,6057,48,4,24228,7.75,2024-10-01 06:15:56,0
79.128.62.115,204.64.251.121,4169,39,2,8338,7.78,2024-10-10 22:42:05,0
43.180.192.205,2.188.199.148,5713,29,5,28565,10.17,2024-09-28 21:16:20,0
12.80.137.152,65.98.252.124,5804,64,5,29020,13.41,2024-10-05 02:01:10,0
22.156.98.175,161.64.142.239,5312,39,3,15936,7.36,2024-10-05 23:33:34,0
46.26.79.106,64.232.126.36,4595,29,4,18380,9.7,2024-10-04 03:47:37,0
101.79.131.117,213.85.107.147,6116,50,1,6116,10.31,2024-10-07 19:48:34,0
221.23.52.250,13.197.31.0,4317,56,5,21585,12.3,2024-10-09 18:07:28,0
126.69.134.180,26.81.46.86,3825,69,2,7650,10.02,2024-09-19 19:54:11,0
79.210.254.167,97.161.155.214,5227,44,2,10454,10.51,2024-09-23 08:01:30,0
16.157.228.217,25.240.228.250,6228,34,3,18684,15.28,2024-10-17 13:30:18,0
203.113.228.96,5.209.133.66,24839,210,30,745170,77.52,2024-09-26 20:06:04,1
139.135.57.250,109.117.86.180,7624,48,5,38120,11.11,2024-09-24 21:13:02,0
215.90.101.88,200.211.59.32,5663,43,3,16989,11.23,2024-09-20 22:38:12,0
161.55.31.14,125.127.70.173,6242,49,2,12484,7.65,2024-09-19 06:54:45,0
30.36.234.61,141.181.110.112,5056,62,2,10112,9.02,2024-10-11 14:06:11,0
130.155.75.181,61.81.184.0,6230,44,4,24920,12.03,2024-10-13 23:46:57,0
177.93.178.144,29.116.198.69,4617,54,4,18468,11.88,2024-10-12 17:04:34,0
163.126.146.0,211.155.182.157,4225,72,4,16900,10.66,2024-09-30 01:32:04,0
166.160.130.42,81.110.25.221,5188,66,5,25940,11.15,2024-09-27 14:26:06,0
177.253.228.156,48.181.101.138,3849,54,2,7698,9.11,2024-10-16 00:52:01,0
123.215.214.200,192.128.74.65,4374,55,1,4374,11.37,2024-09-29 17:18:27,0
13.16.23.159,93.199.76.186,3582,38,3,10746,12.36,2024-09-18 21:01:43,0
38.41.44.210,151.75.152.242,3822,50,4,15288,9.54,2024-09-27 18:35:53,0
69.42.6.109,212.192.225.26,5659,42,2,11318,8.19,2024-10-14 13:59:19,0
77.139.145.101,98.72.46.193,4529,52,5,22645,9.98,2024-09-23 17:55:07,0
161.154.143.140,81.132.108.86,6608,37,3,19824,12.8,2024-10-14 20:28:04,0
75.77.210.44,134.180.99.71,5375,50,4,21500,10.95,2024-09-28 13:06:13,0
182.79.92.179,23.148.88.49,5834,55,4,23336,10.18,2024-10-11 03:51:50,0
192.177.169.212,185.202.209.91,4694,61,5,23470,10.94,2024-10-10 18:45:00,0
181.18.253.203,100.224.19.23,4548,56,3,13644,7.89,2024-09-23 06:30:44,0
29.189.250.49,37.127.143.87,5128,62,2,10256,10.87,2024-10-13 02:41:30,0
149.144.69.110,142.22.9.220,4986,58,2,9972,10.87,2024-09-22 05:32:51,0
81.97.20.226,165.138.164.116,6212,56,2,12424,10.14,2024-10-13 00:00:58,0
129.203.204.83,35.251.71.57,18108,256,15,271620,105.5,2024-10-16 11:22:23,1
51.97.42.149,83.198.215.137,5021,38,2,10042,6.6,2024-09-25 21:44:29,0
3.180.84.91,144.1.70.111,4860,55,5,24300,7.61,2024-10-12 01:17:39,0
187.108.206.133,46.235.207.5,4399,55,5,21995,12.09,2024-10-07 15:51:37,0
153.19.93.1,142.191.172.106,4519,74,2,9038,7.07,2024-10-14 10:44:57,0
120.82.148.218,142.177.171.61,4634,45,2,9268,10.34,2024-10-06 18:33:06,0
197.221.115.165,141.73.75.103,5915,72,1,5915,9.74,2024-10-14 01:24:02,0
129.209.61.15,19.18.34.141,5115,57,1,5115,8.77,2024-09-20 20:39:21,0
104.182.218.104,83.158.103.45,3724,58,2,7448,11.08,2024-10-10 07:08:18,0
210.227.86.70,95.84.20.191,4480,39,2,8960,10.07,2024-09-18 05:53:26,0
192.92.205.237,194.211.4.183,6165,42,3,18495,11.11,2024-10-14 06:50:08,0
90.240.47.186,7.32.180.93,6220,52,5,31100,6.91,2024-10-12 19:53:03,0
132.77.93.157,134.193.45.171,4827,61,5,24135,12.65,2024-10-15 06:51:18,0
58.220.243.117,208.187.75.54,4827,61,1,4827,10.95,2024-10-10 21:47:02,0
141.205.113.203,136.92.122.71,5034,15,5,25170,11.01,2024-10-08 11:21:10,0
191.151.161.117,131.113.36.23,4996,53,2,9992,11.06,2024-09-20 23:56:54,0
183.111.235.124,25.91.21.209,5421,76,5,27105,11.23,2024-09-20 16:00:52,0
34.194.60.143,153.94.215.21,6147,19,1,6147,10.23,2024-10-17 09:51:15,0
121.54.211.246,61.105.133.148,5335,37,4,21340,5.84,2024-09-19 20:09:28,0
17.161.50.193,22.233.246.183,17758,200,37,657046,89.15,2024-10-17 01:04:41,1
43.216.94.197,195.2.129.78,6944,52,4,27776,11.04,2024-10-12 08:45:13,0
114.168.135.154,133.47.78.172,4107,45,5,20535,9.61,2024-09-19 00:55:19,0
149.40.56.211,68.104.21.105,5941,42,5,29705,10.48,2024-10-14 04:51:24,0
201.141.230.86,182.100.80.173,4760,42,5,23800,9.19,2024-10-15 12:34:13,0
38.147.83.119,191.239.234.64,5712,40,2,11424,11.55,2024-09-28 23:35:07,0
32.162.4.38,109.243.49.236,5253,50,1,5253,6.52,2024-10-05 04:09:13,0
92.117.56.196,213.195.177.40,5099,55,2,10198,7.98,2024-10-04 19:23:56,0
80.66.68.223,18.171.16.79,4938,50,3,14814,10.13,2024-10-03 16:46:45,0
123.16.23.16,93.52.15.129,6143,14,2,12286,15.15,2024-09-22 07:02:11,0
14.250.75.11,21.231.223.176,4692,58,2,9384,12.15,2024-09-23 19:43:21,0
122.23.198.145,37.190.116.85,3891,53,5,19455,9.06,2024-09-29 15:58:42,0
162.26.139.135,146.10.79.214,4387,60,4,17548,12.93,2024-09-19 09:53:51,0
111.3.182.184,204.254.172.77,5288,59,3,15864,10.63,2024-10-16 13:43:35,0
22.165.159.106,196.107.149.168,4970,51,2,9940,10.33,2024-10-02 22:25:34,0
161.142.94.237,192.167.191.241,5144,57,5,25720,11.9,2024-09-29 10:20:38,0
137.173.148.66,118.12.47.46,5830,61,2,11660,10.42,2024-10-17 05:32:42,0
189.127.60.49,146.251.7.32,23852,156,16,381632,94.62,2024-10-02 05:01:18,1
140.142.199.65,166.120.27.191,5922,47,4,23688,11.3,2024-09-23 15:12:13,0
117.50.58.109,64.57.140.149,17554,241,43,754822,105.49,2024-09-22 19:38:36,1
153.166.190.248,188.148.13.172,4359,50,1,4359,7.11,2024-10-07 04:52:18,0
15.49.204.212,216.68.90.188,4633,45,5,23165,9.76,2024-10-05 15:24:43,0
198.111.26.159,162.197.234.105,3958,37,2,7916,10.69,2024-10-12 13:36:56,0
132.194.45.63,222.189.109.224,5455,46,2,10910,9.35,2024-10-07 01:43:20,0
164.40.228.204,188.164.215.10,6701,45,1,6701,12.64,2024-10-14 16:18:12,0
143.71.159.168,183.194.159.199,6272,31,3,18816,11.66,2024-10-01 07:19:45,0
160.79.115.135,71.25.49.175,6502,44,4,26008,8.14,2024-09-20 16:22:15,0
114.159.223.140,143.29.202.251,2955,56,2,5910,10.84,2024-10-12 12:39:40,0
199.196.139.24,67.224.83.235,5139,59,5,25695,9.59,2024-09-24 21:29:37,0
207.96.221.69,45.33.52.55,5438,58,5,27190,12.45,2024-10-13 11:27:06,0
42.40.240.255,73.243.22.95,4182,70,1,4182,7.87,2024-10-16 03:22:01,0
182.2.185.108,148.100.169.248,5269,59,3,15807,9.68,2024-10-16 00:50:08,0
5.81.119.245,131.126.110.71,3935,52,5,19675,9.52,2024-10-01 12:58:51,0
126.107.66.215,165.194.90.97,5065,39,5,25325,10.36,2024-10-17 08:00:19,0
41.118.73.218,137.239.18.181,4534,57,5,22670,9.31,2024-09-20 12:18:40,0
45.199.186.167,35.64.63.90,3812,64,3,11436,7.3,2024-10-10 08:35:39,0
128.59.144.178,32.35.184.133,3908,62,4,15632,8.94,2024-10-05 05:03:58,0
161.30.42.0,30.115.207.136,4781,53,1,4781,11.64,2024-10-13 21:25:38,0
178.235.90.241,170.146.194.17,5479,41,5,27395,8.74,2024-10-11 19:04:38,0
103.6.244.247,8.115.105.38,4816,73,4,19264,10.08,2024-09-23 04:39:15,0
67.49.122.204,83.39.73.163,3816,54,4,15264,9.23,2024-09-22 17:38:45,0
68.242.214.109,169.13.70.15,5664,56,5,28320,6.91,2024-10-13 22:10:38,0
186.196.182.254,165.71.214.226,7399,54,3,22197,9.12,2024-10-13 06:55:30,0
214.154.239.52,19.131.147.47,3890,46,2,7780,8.14,2024-10-14 17:38:37,0
9.76.199.50,61.51.53.18,5578,46,2,11156,9.88,2024-10-07 10:38:52,0
28.78.243.122,77.209.250.170,4496,42,1,4496,8.27,2024-10-15 06:34:13,0
65.252.150.138,37.20.190.70,5683,50,4,22732,9.88,2024-10-10 10:53:26,0
25.254.19.91,206.66.233.147,6118,65,2,12236,12.93,2024-10-09 12:39:32,0
115.102.146.233,148.65.98.120,3989,66,5,19945,9.15,2024-10-04 00:45:40,0
36.0.82.46,131.150.253.236,6545,48,4,26180,6.95,2024-10-09 11:47:38,0
114.183.21.89,167.106.111.142,4620,50,4,18480,7.45,2024-10-11 02:55:17,0
208.12.38.218,170.196.119.17,23051,219,29,668479,81.32,2024-09-26 06:09:04,1
96.113.15.218,154.16.1.20,5722,55,4,22888,9.74,2024-09-27 07:05:40,0
221.214.14.248,46.127.218.67,4780,74,1,4780,9.54,2024-10-10 09:15:01,0
9.80.179.26,18.88.63.186,4355,42,2,8710,12.44,2024-10-16 17:13:07,0
88.132.48.94,99.235.131.235,4330,45,5,21650,11.12,2024-09-25 03:05:36,0
143.113.92.215,128.195.150.0,7212,68,3,21636,11.89,2024-09-30 20:55:38,0
87.214.55.5,82.133.138.69,6370,45,3,19110,6.6,2024-10-17 13:37:07,0
97.17.19.169,47.145.171.33,5714,51,5,28570,10.52,2024-09-24 16:16:40,0
31.38.218.40,104.254.17.55,5332,52,3,15996,9.45,2024-10-06 23:58:30,0
69.59.63.247,63.48.86.84,4161,63,2,8322,8.98,2024-09-27 02:33:50,0
64.180.180.130,78.125.135.123,7005,56,4,28020,8.41,2024-10-17 15:22:56,0
42.115.29.83,166.91.118.145,5964,43,1,5964,9.22,2024-10-15 21:53:54,0
23.0.199.29,73.251.150.110,4788,43,5,23940,12.29,2024-09-18 22:27:43,0
92.57.84.117,13.192.10.249,4437,49,4,17748,5.67,2024-09-19 20:08:05,0
119.251.134.180,135.54.179.88,4713,49,2,9426,9.8,2024-10-03 22:07:41,0
61.64.212.130,156.184.213.143,4587,51,3,13761,9.03,2024-09-18 07:42:53,0
103.172.9.80,67.176.98.233,5780,37,5,28900,12.41,2024-09-28 14:23:15,0
221.174.132.189,51.192.83.54,5025,60,3,15075,3.99,2024-09-24 08:00:44,0
188.253.44.197,94.151.55.127,4185,47,3,12555,12.44,2024-09-27 21:07:33,0
149.203.210.204,208.69.35.134,4799,47,1,4799,11.21,2024-10-08 14:14:44,0
161.239.34.129,185.148.163.119,5785,50,3,17355,8.57,2024-09-27 11:24:42,0
211.24.154.173,211.36.127.201,4878,66,4,19512,12.92,2024-09-22 21:15:26,0
34.62.250.7,39.124.72.225,4624,45,4,18496,8.37,2024-10-02 20:35:37,0
24.245.59.110,192.136.91.67,6024,55,2,12048,9.53,2024-10-16 03:30:22,0
172.92.237.190,104.65.205.40,5982,59,3,17946,11.53,2024-10-08 12:41:56,0
134.217.252.233,131.1.134.99,5312,69,5,26560,11.87,2024-09-25 05:40:01,0
33.12.155.239,90.110.181.44,3208,52,1,3208,12.4,2024-10-11 08:58:00,0
7.177.141.176,46.207.145.239,5942,53,1,5942,10.88,2024-10-05 06:33:19,0
180.84.64.114,153.250.106.93,3850,37,4,15400,8.67,2024-10-11 23:42:10,0
173.58.135.152,89.242.30.58,2914,47,3,8742,12.44,2024-09-22 04:30:53,0
69.133.104.31,191.112.99.13,4461,45,1,4461,17.51,2024-10-12 10:20:49,0
69.244.211.141,83.220.15.108,4303,41,5,21515,8.79,2024-09-23 05:24:34,0
189.74.162.244,153.145.136.167,5771,34,1,5771,11.63,2024-09-30 00:39:49,0
140.187.66.97,174.8.114.210,5396,46,3,16188,9.87,2024-09-21 12:01:21,0
197.177.247.168,26.193.238.71,5202,45,4,20808,11.21,2024-10-09 22:38:06,0
109.237.122.42,150.246.229.13,5223,52,5,26115,8.92,2024-10-14 23:03:11,0
68.59.240.226,14.101.11.108,4405,44,4,17620,14.38,2024-09-21 15:01:28,0
26.20.10.110,202.115.102.50,5168,39,1,5168,10.55,2024-10-12 18:23:55,0
145.209.216.50,164.42.19.195,3699,30,5,18495,10.22,2024-10-15 17:21:32,0
113.24.208.97,190.208.224.148,4985,46,3,14955,10.7,2024-10-02 12:20:30,0
97.181.58.0,11.19.241.234,5797,55,2,11594,11.37,2024-09-25 08:05:10,0
22.27.111.28,193.189.181.77,6270,53,3,18810,12.75,2024-10-03 21:01:19,0
144.209.147.40,168.187.140.90,6673,49,2,13346,11.04,2024-09-18 13:55:21,0
10.59.111.217,39.48.167.177,6363,58,1,6363,9.61,2024-10-01 18:17:11,0
107.188.175.156,156.74.240.135,3797,40,4,15188,10.35,2024-09-25 19:26:56,0
66.54.241.227,199.139.105.107,4743,61,1,4743,8.1,2024-10-03 06:51:34,0
30.25.0.104,33.198.111.83,2524,56,3,7572,9.68,2024-09-22 02:11:41,0
194.86.20.66,75.172.87.16,4251,48,4,17004,6.04,2024-10-16 01:44:55,0
14.167.31.96,163.85.40.87,5329,41,4,21316,11.84,2024-10-12 04:32:31,0
